seqnames	start	end	width	strand	ngains	nlosses	ncases	gains	losses	cumstart	cumend
chr1	8747843	8799130	51288	*	1	3	34	0.0294117647058824	0.0882352941176471	8747843	8799130
chr1	8799131	8799228	98	*	1	2	34	0.0294117647058824	0.0588235294117647	8799131	8799228
chr1	8799229	8864273	65045	*	1	3	34	0.0294117647058824	0.0882352941176471	8799229	8864273
chr1	8864274	8865065	792	*	1	2	34	0.0294117647058824	0.0588235294117647	8864274	8865065
chr1	8865066	8872689	7624	*	1	3	34	0.0294117647058824	0.0882352941176471	8865066	8872689
chr1	8872690	8874005	1316	*	1	2	34	0.0294117647058824	0.0588235294117647	8872690	8874005
chr1	8874006	8909767	35762	*	1	3	34	0.0294117647058824	0.0882352941176471	8874006	8909767
chr1	8909768	8911335	1568	*	1	2	34	0.0294117647058824	0.0588235294117647	8909768	8911335
chr1	8911336	9294265	382930	*	1	3	34	0.0294117647058824	0.0882352941176471	8911336	9294265
chr1	9294266	9299801	5536	*	1	2	34	0.0294117647058824	0.0588235294117647	9294266	9299801
chr1	9299802	9395362	95561	*	1	3	34	0.0294117647058824	0.0882352941176471	9299802	9395362
chr1	9395363	9397056	1694	*	1	2	34	0.0294117647058824	0.0588235294117647	9395363	9397056
chr1	9397057	10126044	728988	*	1	3	34	0.0294117647058824	0.0882352941176471	9397057	10126044
chr1	10126045	10127372	1328	*	1	2	34	0.0294117647058824	0.0588235294117647	10126045	10127372
chr1	10127373	10406126	278754	*	1	3	34	0.0294117647058824	0.0882352941176471	10127373	10406126
chr1	10406127	10406302	176	*	1	2	34	0.0294117647058824	0.0588235294117647	10406127	10406302
chr1	10406303	10994614	588312	*	1	3	34	0.0294117647058824	0.0882352941176471	10406303	10994614
chr1	10994615	10994686	72	*	1	2	34	0.0294117647058824	0.0588235294117647	10994615	10994686
chr1	10994687	11140199	145513	*	1	3	34	0.0294117647058824	0.0882352941176471	10994687	11140199
chr1	11140200	11140210	11	*	1	2	34	0.0294117647058824	0.0588235294117647	11140200	11140210
chr1	11140211	11295010	154800	*	1	3	34	0.0294117647058824	0.0882352941176471	11140211	11295010
chr1	11295011	11295270	260	*	1	2	34	0.0294117647058824	0.0588235294117647	11295011	11295270
chr1	11295271	11511266	215996	*	1	3	34	0.0294117647058824	0.0882352941176471	11295271	11511266
chr1	11511267	11511369	103	*	1	2	34	0.0294117647058824	0.0588235294117647	11511267	11511369
chr1	11511370	11668813	157444	*	2	3	34	0.0588235294117647	0.0882352941176471	11511370	11668813
chr1	11668814	11669433	620	*	1	2	34	0.0294117647058824	0.0588235294117647	11668814	11669433
chr1	11669434	12262493	593060	*	1	3	34	0.0294117647058824	0.0882352941176471	11669434	12262493
chr1	12262494	12264169	1676	*	1	2	34	0.0294117647058824	0.0588235294117647	12262494	12264169
chr1	12264170	12346506	82337	*	1	3	34	0.0294117647058824	0.0882352941176471	12264170	12346506
chr1	12346507	12346979	473	*	1	2	34	0.0294117647058824	0.0588235294117647	12346507	12346979
chr1	12346980	12382201	35222	*	1	3	34	0.0294117647058824	0.0882352941176471	12346980	12382201
chr1	12382202	12382602	401	*	1	3	34	0.0294117647058824	0.0882352941176471	12382202	12382602
chr1	12382603	12498939	116337	*	2	4	34	0.0588235294117647	0.117647058823529	12382603	12498939
chr1	12498940	12502647	3708	*	2	4	34	0.0588235294117647	0.117647058823529	12498940	12502647
chr1	12502648	12502648	1	*	3	5	34	0.0882352941176471	0.147058823529412	12502648	12502648
chr1	12502649	12502747	99	*	3	5	34	0.0882352941176471	0.147058823529412	12502649	12502747
chr1	12502748	12510093	7346	*	4	6	34	0.117647058823529	0.176470588235294	12502748	12510093
chr1	12510094	12510321	228	*	4	6	34	0.117647058823529	0.176470588235294	12510094	12510321
chr1	12510322	12552300	41979	*	5	7	34	0.147058823529412	0.205882352941176	12510322	12552300
chr1	12552301	12552954	654	*	4	6	34	0.117647058823529	0.176470588235294	12552301	12552954
chr1	12552955	12565190	12236	*	4	7	34	0.117647058823529	0.205882352941176	12552955	12565190
chr1	12565191	12565412	222	*	4	6	34	0.117647058823529	0.176470588235294	12565191	12565412
chr1	12565413	12573513	8101	*	4	7	34	0.117647058823529	0.205882352941176	12565413	12573513
chr1	12573514	12573581	68	*	3	6	34	0.0882352941176471	0.176470588235294	12573514	12573581
chr1	12573582	12593079	19498	*	3	6	34	0.0882352941176471	0.176470588235294	12573582	12593079
chr1	12593080	12594857	1778	*	2	5	34	0.0588235294117647	0.147058823529412	12593080	12594857
chr1	12594858	12793143	198286	*	2	5	34	0.0588235294117647	0.147058823529412	12594858	12793143
chr1	12793144	12801732	8589	*	1	4	34	0.0294117647058824	0.117647058823529	12793144	12801732
chr1	12801733	13028642	226910	*	1	4	34	0.0294117647058824	0.117647058823529	12801733	13028642
chr1	13028643	13029009	367	*	1	3	34	0.0294117647058824	0.0882352941176471	13028643	13029009
chr1	13029010	13055464	26455	*	1	3	34	0.0294117647058824	0.0882352941176471	13029010	13055464
chr1	13055465	13055921	457	*	1	2	34	0.0294117647058824	0.0588235294117647	13055465	13055921
chr1	13055922	13888259	832338	*	1	3	34	0.0294117647058824	0.0882352941176471	13055922	13888259
chr1	13888260	13888436	177	*	1	2	34	0.0294117647058824	0.0588235294117647	13888260	13888436
chr1	13888437	13908892	20456	*	1	3	34	0.0294117647058824	0.0882352941176471	13888437	13908892
chr1	13908893	13908900	8	*	1	2	34	0.0294117647058824	0.0588235294117647	13908893	13908900
chr1	13908901	14001605	92705	*	1	3	34	0.0294117647058824	0.0882352941176471	13908901	14001605
chr1	14001606	14001616	11	*	1	2	34	0.0294117647058824	0.0588235294117647	14001606	14001616
chr1	14001617	14162347	160731	*	1	3	34	0.0294117647058824	0.0882352941176471	14001617	14162347
chr1	14162348	14163315	968	*	1	2	34	0.0294117647058824	0.0588235294117647	14162348	14163315
chr1	14163316	14272956	109641	*	1	3	34	0.0294117647058824	0.0882352941176471	14163316	14272956
chr1	14272957	14273032	76	*	1	2	34	0.0294117647058824	0.0588235294117647	14272957	14273032
chr1	14273033	14535598	262566	*	1	3	34	0.0294117647058824	0.0882352941176471	14273033	14535598
chr1	14535599	14535771	173	*	1	2	34	0.0294117647058824	0.0588235294117647	14535599	14535771
chr1	14535772	14724158	188387	*	1	3	34	0.0294117647058824	0.0882352941176471	14535772	14724158
chr1	14724159	14724326	168	*	1	2	34	0.0294117647058824	0.0588235294117647	14724159	14724326
chr1	14724327	15197849	473523	*	1	3	34	0.0294117647058824	0.0882352941176471	14724327	15197849
chr1	15197850	15199186	1337	*	1	2	34	0.0294117647058824	0.0588235294117647	15197850	15199186
chr1	15199187	15244954	45768	*	1	3	34	0.0294117647058824	0.0882352941176471	15199187	15244954
chr1	15244955	15245209	255	*	1	3	34	0.0294117647058824	0.0882352941176471	15244955	15245209
chr1	15245210	15499385	254176	*	2	4	34	0.0588235294117647	0.117647058823529	15245210	15499385
chr1	15499386	15499443	58	*	1	3	34	0.0294117647058824	0.0882352941176471	15499386	15499443
chr1	15499444	15908412	408969	*	1	3	34	0.0294117647058824	0.0882352941176471	15499444	15908412
chr1	15908413	15908590	178	*	1	2	34	0.0294117647058824	0.0588235294117647	15908413	15908590
chr1	15908591	15927243	18653	*	1	3	34	0.0294117647058824	0.0882352941176471	15908591	15927243
chr1	15927244	15928226	983	*	1	3	34	0.0294117647058824	0.0882352941176471	15927244	15928226
chr1	15928227	15950839	22613	*	2	4	34	0.0588235294117647	0.117647058823529	15928227	15950839
chr1	15950840	15952983	2144	*	2	4	34	0.0588235294117647	0.117647058823529	15950840	15952983
chr1	15952984	15952984	1	*	3	5	34	0.0882352941176471	0.147058823529412	15952984	15952984
chr1	15952985	16679456	726472	*	3	4	34	0.0882352941176471	0.117647058823529	15952985	16679456
chr1	16679457	16688306	8850	*	4	6	34	0.117647058823529	0.176470588235294	16679457	16688306
chr1	16688307	16689701	1395	*	4	6	34	0.117647058823529	0.176470588235294	16688307	16689701
chr1	16689702	16754700	64999	*	4	7	34	0.117647058823529	0.205882352941176	16689702	16754700
chr1	16754701	16756384	1684	*	3	6	34	0.0882352941176471	0.176470588235294	16754701	16756384
chr1	16756385	16758287	1903	*	3	6	34	0.0882352941176471	0.176470588235294	16756385	16758287
chr1	16758288	16759020	733	*	3	5	34	0.0882352941176471	0.147058823529412	16758288	16759020
chr1	16759021	16759021	1	*	3	6	34	0.0882352941176471	0.176470588235294	16759021	16759021
chr1	16759022	16759843	822	*	1	3	34	0.0294117647058824	0.0882352941176471	16759022	16759843
chr1	16759844	16904353	144510	*	1	3	34	0.0294117647058824	0.0882352941176471	16759844	16904353
chr1	16904354	16905240	887	*	1	2	34	0.0294117647058824	0.0588235294117647	16904354	16905240
chr1	16905241	17037765	132525	*	1	3	34	0.0294117647058824	0.0882352941176471	16905241	17037765
chr1	17037766	17037980	215	*	1	2	34	0.0294117647058824	0.0588235294117647	17037766	17037980
chr1	17037981	17079326	41346	*	1	3	34	0.0294117647058824	0.0882352941176471	17037981	17079326
chr1	17079327	17079378	52	*	1	3	34	0.0294117647058824	0.0882352941176471	17079327	17079378
chr1	17079379	17106300	26922	*	2	4	34	0.0588235294117647	0.117647058823529	17079379	17106300
chr1	17106301	17109291	2991	*	1	3	34	0.0294117647058824	0.0882352941176471	17106301	17109291
chr1	17109292	17201298	92007	*	1	3	34	0.0294117647058824	0.0882352941176471	17109292	17201298
chr1	17201299	17201421	123	*	1	2	34	0.0294117647058824	0.0588235294117647	17201299	17201421
chr1	17201422	17207510	6089	*	1	3	34	0.0294117647058824	0.0882352941176471	17201422	17207510
chr1	17207511	17207539	29	*	1	2	34	0.0294117647058824	0.0588235294117647	17207511	17207539
chr1	17207540	17553476	345937	*	1	3	34	0.0294117647058824	0.0882352941176471	17207540	17553476
chr1	17553477	17553846	370	*	1	2	34	0.0294117647058824	0.0588235294117647	17553477	17553846
chr1	17553847	17757878	204032	*	1	3	34	0.0294117647058824	0.0882352941176471	17553847	17757878
chr1	17757879	17758021	143	*	1	2	34	0.0294117647058824	0.0588235294117647	17757879	17758021
chr1	17758022	17944216	186195	*	1	3	34	0.0294117647058824	0.0882352941176471	17758022	17944216
chr1	17944217	17944712	496	*	1	2	34	0.0294117647058824	0.0588235294117647	17944217	17944712
chr1	17944713	18021325	76613	*	1	3	34	0.0294117647058824	0.0882352941176471	17944713	18021325
chr1	18021326	18021654	329	*	1	2	34	0.0294117647058824	0.0588235294117647	18021326	18021654
chr1	18021655	18192514	170860	*	1	3	34	0.0294117647058824	0.0882352941176471	18021655	18192514
chr1	18192515	18193517	1003	*	1	2	34	0.0294117647058824	0.0588235294117647	18192515	18193517
chr1	18193518	18261344	67827	*	1	3	34	0.0294117647058824	0.0882352941176471	18193518	18261344
chr1	18261345	18261829	485	*	1	2	34	0.0294117647058824	0.0588235294117647	18261345	18261829
chr1	18261830	18332956	71127	*	1	3	34	0.0294117647058824	0.0882352941176471	18261830	18332956
chr1	18332957	18335850	2894	*	1	2	34	0.0294117647058824	0.0588235294117647	18332957	18335850
chr1	18335851	18527127	191277	*	1	3	34	0.0294117647058824	0.0882352941176471	18335851	18527127
chr1	18527128	18527746	619	*	1	2	34	0.0294117647058824	0.0588235294117647	18527128	18527746
chr1	18527747	18625350	97604	*	1	3	34	0.0294117647058824	0.0882352941176471	18527747	18625350
chr1	18625351	18627564	2214	*	1	2	34	0.0294117647058824	0.0588235294117647	18625351	18627564
chr1	18627565	19066008	438444	*	1	3	34	0.0294117647058824	0.0882352941176471	18627565	19066008
chr1	19066009	19068884	2876	*	1	2	34	0.0294117647058824	0.0588235294117647	19066009	19068884
chr1	19068885	19539635	470751	*	1	3	34	0.0294117647058824	0.0882352941176471	19068885	19539635
chr1	19539636	19539911	276	*	1	2	34	0.0294117647058824	0.0588235294117647	19539636	19539911
chr1	19539912	19667994	128083	*	1	3	34	0.0294117647058824	0.0882352941176471	19539912	19667994
chr1	19667995	19668737	743	*	1	2	34	0.0294117647058824	0.0588235294117647	19667995	19668737
chr1	19668738	19831225	162488	*	1	3	34	0.0294117647058824	0.0882352941176471	19668738	19831225
chr1	19831226	19831814	589	*	1	2	34	0.0294117647058824	0.0588235294117647	19831226	19831814
chr1	19831815	19843578	11764	*	1	3	34	0.0294117647058824	0.0882352941176471	19831815	19843578
chr1	19843579	19846622	3044	*	1	2	34	0.0294117647058824	0.0588235294117647	19843579	19846622
chr1	19846623	20058120	211498	*	1	3	34	0.0294117647058824	0.0882352941176471	19846623	20058120
chr1	20058121	20058832	712	*	1	2	34	0.0294117647058824	0.0588235294117647	20058121	20058832
chr1	20058833	21016487	957655	*	1	3	34	0.0294117647058824	0.0882352941176471	20058833	21016487
chr1	21016488	21016687	200	*	1	2	34	0.0294117647058824	0.0588235294117647	21016488	21016687
chr1	21016688	21083872	67185	*	1	3	34	0.0294117647058824	0.0882352941176471	21016688	21083872
chr1	21083873	21085145	1273	*	1	2	34	0.0294117647058824	0.0588235294117647	21083873	21085145
chr1	21085146	21443820	358675	*	1	3	34	0.0294117647058824	0.0882352941176471	21085146	21443820
chr1	21443821	21444555	735	*	1	2	34	0.0294117647058824	0.0588235294117647	21443821	21444555
chr1	21444556	22377634	933079	*	1	3	34	0.0294117647058824	0.0882352941176471	21444556	22377634
chr1	22377635	22379546	1912	*	1	2	34	0.0294117647058824	0.0588235294117647	22377635	22379546
chr1	22379547	22619948	240402	*	1	3	34	0.0294117647058824	0.0882352941176471	22379547	22619948
chr1	22619949	22621379	1431	*	1	2	34	0.0294117647058824	0.0588235294117647	22619949	22621379
chr1	22621380	23900437	1279058	*	1	3	34	0.0294117647058824	0.0882352941176471	22621380	23900437
chr1	23900438	23901952	1515	*	1	2	34	0.0294117647058824	0.0588235294117647	23900438	23901952
chr1	23901953	24420846	518894	*	1	3	34	0.0294117647058824	0.0882352941176471	23901953	24420846
chr1	24420847	24421961	1115	*	1	2	34	0.0294117647058824	0.0588235294117647	24420847	24421961
chr1	24421962	24559721	137760	*	1	3	34	0.0294117647058824	0.0882352941176471	24421962	24559721
chr1	24559722	24560009	288	*	1	2	34	0.0294117647058824	0.0588235294117647	24559722	24560009
chr1	24560010	24750286	190277	*	1	3	34	0.0294117647058824	0.0882352941176471	24560010	24750286
chr1	24750287	24750319	33	*	1	2	34	0.0294117647058824	0.0588235294117647	24750287	24750319
chr1	24750320	24806448	56129	*	1	3	34	0.0294117647058824	0.0882352941176471	24750320	24806448
chr1	24806449	24806513	65	*	1	2	34	0.0294117647058824	0.0588235294117647	24806449	24806513
chr1	24806514	24836012	29499	*	1	3	34	0.0294117647058824	0.0882352941176471	24806514	24836012
chr1	24836013	24836878	866	*	1	2	34	0.0294117647058824	0.0588235294117647	24836013	24836878
chr1	24836879	24918789	81911	*	1	3	34	0.0294117647058824	0.0882352941176471	24836879	24918789
chr1	24918790	24918981	192	*	1	2	34	0.0294117647058824	0.0588235294117647	24918790	24918981
chr1	24918982	25752391	833410	*	1	3	34	0.0294117647058824	0.0882352941176471	24918982	25752391
chr1	25752392	25754383	1992	*	1	2	34	0.0294117647058824	0.0588235294117647	25752392	25754383
chr1	25754384	25820559	66176	*	1	3	34	0.0294117647058824	0.0882352941176471	25754384	25820559
chr1	25820560	25825477	4918	*	1	2	34	0.0294117647058824	0.0588235294117647	25820560	25825477
chr1	25825478	25992528	167051	*	1	3	34	0.0294117647058824	0.0882352941176471	25825478	25992528
chr1	25992529	25993494	966	*	1	2	34	0.0294117647058824	0.0588235294117647	25992529	25993494
chr1	25993495	26039858	46364	*	1	3	34	0.0294117647058824	0.0882352941176471	25993495	26039858
chr1	26039859	26040056	198	*	1	2	34	0.0294117647058824	0.0588235294117647	26039859	26040056
chr1	26040057	26850676	810620	*	1	3	34	0.0294117647058824	0.0882352941176471	26040057	26850676
chr1	26850677	26880007	29331	*	1	3	34	0.0294117647058824	0.0882352941176471	26850677	26880007
chr1	26880008	27798804	918797	*	1	4	34	0.0294117647058824	0.117647058823529	26880008	27798804
chr1	27798805	27806068	7264	*	1	3	34	0.0294117647058824	0.0882352941176471	27798805	27806068
chr1	27806069	27898835	92767	*	1	3	34	0.0294117647058824	0.0882352941176471	27806069	27898835
chr1	27898836	27904618	5783	*	1	2	34	0.0294117647058824	0.0588235294117647	27898836	27904618
chr1	27904619	27938169	33551	*	1	3	34	0.0294117647058824	0.0882352941176471	27904619	27938169
chr1	27938170	27938804	635	*	1	2	34	0.0294117647058824	0.0588235294117647	27938170	27938804
chr1	27938805	28222090	283286	*	2	2	34	0.0588235294117647	0.0588235294117647	27938805	28222090
chr1	28222091	28222268	178	*	2	1	34	0.0588235294117647	0.0294117647058824	28222091	28222268
chr1	28222269	28952885	730617	*	2	2	34	0.0588235294117647	0.0588235294117647	28222269	28952885
chr1	28952886	28955158	2273	*	2	1	34	0.0588235294117647	0.0294117647058824	28952886	28955158
chr1	28955159	29470999	515841	*	3	1	34	0.0882352941176471	0.0294117647058824	28955159	29470999
chr1	29471000	29471769	770	*	3	0	34	0.0882352941176471	0	29471000	29471769
chr1	29471770	29688029	216260	*	3	1	34	0.0882352941176471	0.0294117647058824	29471770	29688029
chr1	29688030	29688040	11	*	3	0	34	0.0882352941176471	0	29688030	29688040
chr1	29688041	30125249	437209	*	3	1	34	0.0882352941176471	0.0294117647058824	29688041	30125249
chr1	30125250	30126707	1458	*	3	0	34	0.0882352941176471	0	30125250	30126707
chr1	30126708	30301620	174913	*	3	1	34	0.0882352941176471	0.0294117647058824	30126708	30301620
chr1	30301621	30302226	606	*	3	0	34	0.0882352941176471	0	30301621	30302226
chr1	30302227	30362981	60755	*	3	1	34	0.0882352941176471	0.0294117647058824	30302227	30362981
chr1	30362982	30363073	92	*	3	0	34	0.0882352941176471	0	30362982	30363073
chr1	30363074	30466314	103241	*	3	1	34	0.0882352941176471	0.0294117647058824	30363074	30466314
chr1	30466315	30467311	997	*	3	0	34	0.0882352941176471	0	30466315	30467311
chr1	30467312	30541729	74418	*	3	1	34	0.0882352941176471	0.0294117647058824	30467312	30541729
chr1	30541730	30542552	823	*	3	0	34	0.0882352941176471	0	30541730	30542552
chr1	30542553	30759556	217004	*	3	1	34	0.0882352941176471	0.0294117647058824	30542553	30759556
chr1	30759557	30760077	521	*	3	0	34	0.0882352941176471	0	30759557	30760077
chr1	30760078	30867510	107433	*	3	1	34	0.0882352941176471	0.0294117647058824	30760078	30867510
chr1	30867511	30867599	89	*	3	1	34	0.0882352941176471	0.0294117647058824	30867511	30867599
